CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Region,SupportCalls,MonthlyCharges,TotalCharges,Churn
CUST007034,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No,Two year,No,Credit card (automatic),North,4,85.26,852.6,No
CUST002049,Female,0,No,No,44,Yes,No phone service,No,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),North,7,38.0,1672.0,Yes
CUST005998,Female,0,Yes,No,31,Yes,No,DSL,No,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),North,4,70.0,2170.0,Yes
CUST006601,Female,0,No,No,72,Yes,Yes,DSL,No,No,No internet service,No,No,No internet service,Two year,Yes,Electronic check,Central,1,47.87,3446.64,No
CUST005265,M,0,Yes,No,13,Yes,No,No,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,West,2,38.0,494.0,No
CUST004179,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),South,5,56.69,56.69,No
CUST004810,Female,0,Yes,No,2,No,No phone service,DSL,No internet service,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,East,1,62.62,125.24,No
CUST002725,Male,0,No,No,13,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,North,4,38.0,494.0,No
CUST006814,Female,0,Yes,No,58,Yes,No,No,Yes,No internet service,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),East,4,43.0,2494.0,No
CUST001461,Male,0,Yes,No,0,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),East,6,95.21,0.0,No
CUST005990,Female,0,Yes,No,13,No,Yes,DSL,No internet service,Yes,No,No,No,No,One year,No,Mailed check,North,2,58.75,763.75,No
CUST001669,Male,0,No,No,18,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),South,3,114.38,2058.84,No
CUST002757,Male,0,No,No,61,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),South,4,67.72,4130.92,No
CUST002001,Male,0,No,Yes,0,Yes,No,DSL,No internet service,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),East,2,59.01,0.0,No
CUST004572,Female,0,No,No,0,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,South,4,68.15,0.0,No
CUST004614,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No,Two year,Yes,Mailed check,East,0,108.91,1415.83,No
CUST000405,Male,0,No,Yes,46,Yes,Yes,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,No,Credit card (automatic),West,5,53.24,2449.04,Yes
CUST000385,Female,0,No,No,10,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,No,One year,Yes,Mailed check,South,4,85.59,855.9,No
CUST006771,Male,0,Yes,No,40,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),East,1,66.07,2642.8,No
CUST002153,Female,0,No,Yes,46,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,North,1,74.07,3407.22,No
CUST001634,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,East,2,115.04,6327.2,No
CUST006930,Female,0,Yes,Yes,0,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),North,3,103.35,0.0,No
CUST005581,Male,0,No,Yes,23,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,No,One year,Yes,Electronic check,West,2,59.69,1372.87,No
CUST004785,Male,0,No,Yes,17,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),Central,1,76.94,1307.98,Yes
CUST003926,Male,0,Yes,No,27,Yes,Yes,DSL,No,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),South,1,65.12,1758.24 ,Yes
CUST005337,Male,1,No,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,Central,6,110.91,1885.47,No
CUST004159,Female,0,Yes,No,2,Yes,No,DSL,No,Yes,No,No internet service,No,No,Month-to-month,No,Mailed check,West,3,57.83,115.66,No
CUST004949,Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,West,3,111.27,3449.37,Yes
CUST005899,Female,0,Yes,Yes,6,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,West,2,121.36,728.16,No
CUST006833,Female,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),East,2,110.32,441.28,No
CUST005359,Female,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),North,1,119.03,4166.05,No
CUST000224,Male,0,No,No,1,No,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,No,Electronic check,Central,3,81.75,81.75,Yes
CUST002194,Female,1,Yes,Yes,21,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),West,6,130.39,2738.19,No
CUST003137,Female,0,No,No,12,Yes,Yes,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,Central,2,47.78,573.36,Yes
CUST004470,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,Yes,One year,No,Electronic check,South,1,98.27,786.16,No
CUST001825,Female,0,Yes,No,36,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No,Two year,No,Electronic check,Central,8,109.97,3958.92,No
CUST006925,Female,0,No,No,20,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,North,2,113.67,2273.4,Yes
CUST005125,Female,0,No,No,7,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,East,3,63.25,442.75,No
CUST004973,Female,0,No,Yes,12,No,No,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Electronic check,East,4,113.0,1356.0,Yes
CUST000798,Female,0,No,Yes,31,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,East,5,67.51,2092.81,Yes
CUST002872,Female,1,No,No,69,Yes,Yes,DSL,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Electronic check,West,2,59.5,4105.5,No
CUST000010,Female,1,Yes,No,8,Yes,No,DSL,No internet service,No,No,Yes,No,Yes,One year,Yes,Mailed check,South,0,63.14,505.12,No
CUST006594,Female,1,No,No,6,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,South,3,38.0,228.0,No
CUST001945,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,No,Electronic check,North,3,97.58,683.06,Yes
CUST001839,Female,0,Yes,No,31,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),South,3,121.36,3762.16,No
CUST004805,Female,1,Yes,No,72,Yes,No,No,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),West,2,41.0,2952.0,Yes
CUST000256,Female,0,No,No,22,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),West,2,60.93,1340.46,No
CUST005714,Female,1,Yes,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),Central,2,99.07,2972.1,No
CUST004486,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,Yes,One year,No,Credit card (automatic),North,2,96.22,481.1,No
CUST006794,Male,0,No,No,9,Yes,No,No,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),South,1,28.0,252.0,Yes
CUST001582,Male,0,No,Yes,23,Yes,No,No,Yes,No internet service,No,No,No,Yes,One year,No,Credit card (automatic),South,1,33.0,759.0,No
CUST002957,Female,0,Yes,No,33,Yes,No,DSL,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,West,1,58.54,1931.82,Yes
CUST000925,Male,0,Yes,No,33,Yes,Yes,No,No,Yes,No internet service,Yes,No,No,One year,Yes,Mailed check,Central,2,30.0,990.0,No
CUST006680,Female,0,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),South,1,70.73,1697.52,No
CUST002509,Female,0,Yes,No,17,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,North,2,120.29,2044.93,No
CUST006133,Female,0,Yes,No,8,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,Yes,Two year,No,Bank transfer (automatic),Central,3,68.29,546.32,No
CUST005025,Female,0,No,Yes,10,Yes,Yes,DSL,No,Yes,Yes,No,No,No internet service,Two year,No,Credit card (automatic),East,5,59.25,592.5,No
CUST005321,Male,0,No,No,5,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,North,3,66.58,332.9,No
CUST006646,Male,0,No,No,0,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No,One year,Yes,Mailed check,East,3,96.09,0.0,No
CUST006043,Male,0,No,No,7,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),Central,2,127.52,892.64,Yes
CUST003776,Female,0,No,No,1,Yes,No,No,Yes,Yes,No,No,No internet service,No,Two year,No,Credit card (automatic),East,1,30.0,30.0,Yes
CUST004836,Male,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),East,3,109.32,1093.2,No
CUST004137,Female,0,Yes,No,14,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,East,0,59.15,828.1,Yes
CUST004965,Female,0,Yes,No,72,Yes,No,No,No,Yes,Yes,No,Yes,No internet service,One year,Yes,Credit card (automatic),West,2,38.0,2736.0,No
CUST002780,Male,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,West,2,108.41,7805.52,Yes
CUST000540,Male,1,No,No,5,Yes,No,No,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,South,4,38.0,190.0,No
CUST002746,Female,1,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,South,7,109.91,3077.48,Yes
CUST006778,Male,0,No,No,42,Yes,No,DSL,No,No,Yes,No,No internet service,No,Two year,No,Credit card (automatic),East,2,52.07,2186.94,No
CUST006885,Female,0,Yes,No,59,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),North,1,75.66,4463.94,No
CUST005468,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),West,3,80.43,402.15,No
CUST001146,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,Central,2,109.52,0.0,Yes
CUST005128,Male,1,Yes,No,20,Yes,No,No,No,No,No,No,Yes,No,Two year,No,Electronic check,West,2,28.0,560.0,No
CUST004469,Female,0,Yes,Yes,7,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),East,2,118.79,831.53,Yes
CUST000668,Male,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),East,3,120.31,481.24,Yes
CUST003020,Female,0,Yes,No,14,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),East,1,96.52,1351.28,No
CUST000358,Female,0,No,Yes,2,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),East,2,58.11,116.22,Yes
CUST005064,Male,1,No,No,16,Yes,Yes,No,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),North,2,33.0,528.0,No
CUST002832,Female,0,Yes,No,11,No,No,DSL,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,East,2,63.27,695.97,No
CUST002784,Female,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),East,4,85.3,2047.2,No
CUST001354,Female,0,No,No,28,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),South,3,119.25,3339.0,Yes
CUST005132,Female,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),North,1,109.53,3833.55,No
CUST000471,Male,1,Yes,No,18,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),South,1,110.42,1987.56,No
CUST002704,Male,0,No,Yes,12,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,Central,3,63.77,765.24,No
CUST003331,Female,0,No,No,27,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),East,3,50.02,1350.54,No
CUST003638,Male,1,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,East,0,112.64,6307.84,Yes
CUST001397,Male,0,Yes,No,13,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No internet service,No,Two year,No,Credit card (automatic),West,4,56.84,738.92,No
CUST003585,Male,0,No,No,17,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,North,0,127.18,2162.06,Yes
CUST006765,Female,0,No,Yes,54,Yes,No,No,Yes,No,No,Yes,No,No,One year,No,Electronic check,South,5,30.0,1620.0,Yes
CUST005263,Female,0,No,No,21,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,No,Two year,Yes,Credit card (automatic),South,3,59.43,1248.03,No
CUST005646,Male,0,No,Yes,7,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Mailed check,West,1,109.07,763.49,No
CUST003377,Female,0,No,No,52,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No,No internet service,One year,Yes,Electronic check,East,5,87.36,4542.72,No
CUST001257,Male,0,No,No,47,Yes,Yes,DSL,No internet service,No,No,No,No,No internet service,Month-to-month,No,Electronic check,North,5,52.96,2489.12,Yes
CUST006191,Female,0,Yes,No,7,No,No,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,Central,1,100.15,701.05,Yes
CUST003513,M,1,No,Yes,13,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,North,3,118.92,1545.96,Yes
CUST005652,Female,0,No,No,18,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,No,One year,No,Credit card (automatic),East,4,55.55,999.9,Yes
CUST005779,Female,0,No,Yes,34,Yes,No phone service,Fiber optic,No,No,No,Yes,No internet service,Yes,Two year,No,Electronic check,Central,2,97.34,3309.56,No
CUST001251,Female,0,Yes,No,6,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),South,0,62.49,374.94,No
CUST005796,Female,0,No,Yes,24,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Mailed check,East,0,61.99,1487.76,No
CUST005349,Male,0,No,No,0,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),North,6,106.51,0.0,No
CUST007241,Female,1,No,No,59,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,Central,3,105.53,6226.27,No
CUST004299,Male,0,Yes,No,16,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,West,2,70.5,1128.0,Yes
CUST003285,Male,0,No,Yes,0,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),East,4,85.72,0.0,No
CUST002934,Female,0,Yes,No,41,Yes,Yes,DSL,Yes,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,Central,0,68.91,2825.31,No
CUST004176,F,0,Yes,Yes,15,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,West,4,119.11,1786.65,No
CUST005269,Female,0,Yes,Yes,23,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,One year,Yes,Mailed check,Central,2,114.73,2638.79,No
CUST004911,Female,0,No,No,23,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,Central,1,117.24,2696.52,No
CUST001853,Female,1,No,No,5,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,North,3,93.14,465.7,Yes
CUST006317,Female,0,Yes,Yes,10,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),North,3,82.18,821.8,No
CUST007051,Female,0,No,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),East,1,112.78,112.78,No
CUST007332,Female,0,Yes,No,8,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,North,5,67.35,538.8,No
CUST002106,Male,0,No,No,2,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,North,4,25.0,50.0,Yes
CUST000134,Male,1,Yes,No,8,Yes,No phone service,No,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,North,5,35.0,280.0,No
CUST005237,Female,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,West,3,123.21,4065.93,No
CUST005030,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),Central,2,107.96,7773.12,Yes
CUST000929,Female,0,Yes,Yes,29,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),West,0,115.13,3338.77,No
CUST000824,Male,0,No,No,26,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,No,Month-to-month,No,Mailed check,West,5,53.21,1383.46,No
CUST006850,Male,0,No,No,26,Yes,Yes,No,No,No,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),North,4,25.0,650.0,Yes
CUST001532,Female,0,No,Yes,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),South,3,118.61,2134.98,Yes
CUST001215,Female,1,Yes,No,1,Yes,Yes,No,No internet service,No,No,No,Yes,Yes,Two year,No,Mailed check,North,4,36.0,36.0,No
CUST000505,Female,0,No,No,35,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,North,3,46.0,1610.0,No
CUST004286,Female,1,No,Yes,7,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,South,4,76.73,537.11,Yes
CUST006492,Male,0,No,No,27,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,South,4,107.46,2901.42,Yes
CUST001997,Female,0,No,Yes,43,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,South,2,117.17,5038.31,No
CUST006531,Female,0,Yes,No,17,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),South,1,111.24,1891.08,Yes
CUST003073,Male,0,No,Yes,15,Yes,No phone service,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,Central,3,57.52,862.8,No
CUST001959,Female,0,No,Yes,25,Yes,Yes,DSL,No,No,No,No internet service,No,No,Month-to-month,Yes,Electronic check,South,6,51.74,1293.5,Yes
CUST001385,Female,0,No,Yes,12,Yes,No,DSL,No internet service,No internet service,No,No,Yes,Yes,One year,No,Bank transfer (automatic),North,3,69.35,832.2,No
CUST000895,Female,0,Yes,No,27,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),East,1,61.82,1669.14,No
CUST004925,Male,0,Yes,No,10,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,South,2,79.65,796.5,No
CUST000456,Female,0,Yes,No,8,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,Central,2,69.11,552.88,No
CUST006620,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),Central,1,111.27,778.89,Yes
CUST005780,Male,1,No,No,3,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,One year,No,Mailed check,South,1,109.67,329.01,Yes
CUST006982,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,East,5,114.36,8233.92,No
CUST003710,M,0,Yes,No,65,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),East,0,95.94,6236.1,No
CUST006956,Male,0,Yes,No,36,Yes,Yes,No,Yes,No,No,No internet service,No,No,One year,Yes,Bank transfer (automatic),North,5,25.0,900.0,No
CUST004850,Male,0,Yes,No,33,Yes,No,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),Central,1,96.69,3190.77,No
CUST004749,Male,0,No,No,57,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,East,2,68.96,3930.72,Yes
CUST004269,Female,0,No,No,50,No,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),Central,1,97.97,4898.5,No
CUST003523,Male,1,Yes,Yes,12,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Two year,No,Electronic check,South,3,103.52,1242.24,No
CUST004135,Female,0,Yes,No,12,Yes,No,DSL,Yes,Yes,Yes,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),South,2,73.08,876.96,No
CUST003603,Male,0,Yes,No,39,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,North,2,58.73,2290.47,Yes
CUST007364,Female,0,No,Yes,1,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),East,2,75.07,75.07,No
CUST000714,Male,0,No,No,5,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),Central,1,70.2,351.0,Yes
CUST004187,Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),West,6,102.3,1534.5,No
CUST002215,Female,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,South,2,102.69,2156.49,Yes
CUST005302,Male,0,Yes,No,35,Yes,No phone service,DSL,No,No internet service,No internet service,No,No,Yes,Two year,Yes,Credit card (automatic),East,1,58.15,2035.25,No
CUST002924,Male,0,No,Yes,6,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),South,5,100.6,603.6,No
CUST006830,Male,0,Yes,No,31,Yes,No phone service,DSL,Yes,No internet service,No,No,No,No internet service,One year,Yes,Mailed check,North,4,56.33,1746.23,No
CUST001811,Female,0,No,No,8,Yes,No,DSL,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),North,4,63.42,507.36,Yes
CUST003487,Male,0,Yes,Yes,43,Yes,Yes,No,No,No,No,No,No,Yes,One year,Yes,Electronic check,Central,2,28.0,1204.0,Yes
CUST003142,Female,1,Yes,Yes,8,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No internet service,One year,No,Electronic check,West,5,94.07,752.56,No
CUST001828,M,0,Yes,Yes,9,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,East,6,71.12,640.08,Yes
CUST001156,Female,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),West,4,118.31,0.0,Yes
CUST001325,M,1,No,Yes,46,Yes,No,Fiber optic,Yes,No,No,Yes,No,No internet service,Two year,Yes,Credit card (automatic),West,5,119.8,5510.8,No
CUST004313,Male,0,Yes,No,0,Yes,No,No,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),West,3,38.0,0.0,No
CUST000511,Female,0,Yes,No,7,Yes,No,No,No internet service,No,Yes,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),South,3,30.0,210.0,No
CUST001681,Male,0,No,No,5,Yes,No,DSL,No internet service,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),South,2,52.0,260.0,No
CUST000500,F,0,No,Yes,9,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Electronic check,West,1,96.37,867.33,Yes
CUST006836,Male,1,No,No,35,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),North,2,124.22,4347.7,Yes
CUST001857,Female,0,No,No,12,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),East,3,69.14,829.68,No
CUST001389,M,0,Yes,No,29,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,West,2,111.65,3237.85,Yes
CUST005616,Female,0,Yes,No,49,Yes,No phone service,DSL,Yes,No,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,Central,6,58.5,2866.5,No
CUST003720,Male,0,No,No,15,No,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),West,0,97.18,1457.7,Yes
CUST002387,Male,1,No,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,North,3,118.44,8527.68,Yes
CUST005542,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,Central,1,109.96,439.84,Yes
CUST003237,Male,0,Yes,No,10,Yes,No,No,Yes,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),North,2,38.0,380.0,No
CUST006173,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,One year,Yes,Credit card (automatic),South,1,118.51,8532.72,No
CUST001541,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),North,3,95.16,1141.92,No
CUST001218,Female,0,No,Yes,9,Yes,Yes,DSL,No internet service,No internet service,No,No,No,No,Two year,Yes,Mailed check,Central,3,47.0,423.0,No
